"","tweet_id","sentiment","author","content","gemini"
"1166",1963318973,"fun","mzbossy1021","Watching the Krystle vs. Alexis catfights on Youtube.. I miss Dynasty","sadness"
"1167",1963321022,"love","GlenMcConnell","looking forward to seeing the relatives... maybe home from Toronto soon","enthusiasm"
"1168",1963322920,"neutral","JCookOnline","@iamfrances nope  i wasn't home went it was on but i will soon,","neutral"
"1169",1963325146,"worry","Robyneee","there's no point in bein on here if no one else in on","boredom"
"1170",1963328580,"worry","nianella","I just finished my 2nd to last box of nerds!!!","fun"
"1171",1963330902,"worry","JanaiChristian","@prsvr Ok then  ...I was doing fine..now not so much lol","sadness"
"1172",1963340637,"neutral","shortypoke","Up a little.. Good luck to tam and robert who each have 25% of me. Cant text at the table","neutral"
"1174",1963344507,"fun","1_50_1","@BeautifulMarcy lol nttn much juss mad that its been raining all day, and to add to that i dnt think u following me..","anger"
"1175",1963346761,"neutral","Sharon1888","@ronskea Gleneagles then champagne receptions....can't beat it! I'm in alone, my tea was rubbish and Ive been doing housework","neutral"
"1176",1963349531,"neutral","hollulaballula","Time ticking by sooo sloooooooooowlyyyyyyyyyyyyy","boredom"
"1177",1963351066,"worry","sarabridgette","ugh. i just want things to go back to normal. i miss my best friend","sadness"
"1178",1963353195,"neutral","fremlindigital","Now I have no Sky until Monday","sadness"
"1179",1963363523,"sadness","Jpbartz1","@CrypticIrnAngel Sad  nothing.","sadness"
"1180",1963367526,"worry","chastinevegas","not going out with them. there is another fatty i like and hopefully ill see him in when i'm in cali in 8 days. if hes not upset with me.","worry"
"1181",1963369680,"neutral","srqmike","@RhChestnut .. Guess ol' Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn't get hugged","sadness"
"1182",1963370689,"worry","VedikaBerry","@mileycyrus I'd love to, but i'm all the way in India.","neutral"
"1183",1963371547,"worry","Miss_Lizbeth","@jesslo24 oh no Jess I hope the person is ok","sadness"
"1184",1963373302,"sadness","iPodBetaTester","Beta 5 of 3.0 expired today, back on 2.2.1 until the public release. I miss it already","sadness"
"1185",1963374478,"neutral","DocLMichelle","Why do so many ppl on 12 mile have ashy elbows???","neutral"
"1186",1963383772,"neutral","eledhwenlin","Oh why do I keep stumbling about deathfic WITHOUT WARNINGS. do not want","anger"
"1187",1963385683,"worry","AmberGlattSmith","Took me 2 times to get over the wall. What killed me was the 150 lb dummy that you can't drag. 12  seconds over.","worry"
"1188",1963387764,"neutral","katiekeefe","been driving for 3 hours...very carsick","sadness"
"1189",1963390951,"worry","Joe_Sims","@PhillyD http://twitpic.com/679tn ...Dude.....how could you?","anger"
"1190",1963393635,"worry","robinjsam","Hmm, $25 to see the Decemberists, but I have to go to Raleigh on a work night... or $95 for cheap seats to the Bolshoi? Probably neither","neutral"
"1191",1963394955,"sadness","tocotronica","God, I'll miss my bf so fuckin' much!  It's only 2 months now *snï¿½ff*","sadness"
"1192",1963397765,"neutral","davekeys","I gave up on tumblr because the API isn't pointing to the private account","boredom"
"1193",1963407563,"sadness","emahollie","it was actually so hot today ..the sun has got his hat on . every one has got a tan except me","fun"
"1194",1963409963,"empty","Spiffyliciousx3","Just came back from school.... Packing for my dad's house","neutral"
"1195",1963411237,"worry","BitterSweetzz","@iamdiddy  I love you and Day 26 but that video was questionable... can't say that I liked it","hate"
"1196",1963412868,"sadness","Cpt_Oblivious","@sky14kemea Yea, us 3 and Max @jenrolton Poor Trivun","neutral"
"1197",1963415413,"fun","Mcbumrash","@Dougiemcfly  ive got a cold too... It sucks  and u were awesome in ipswitch xD","sadness"
"1198",1963417618,"happiness","stoverhilary","Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon.","relief"
"1199",1963419701,"worry","Leahstaplehurst","oh no noisy family who live next door are back from holiday  there goes my peace and quiet","anger"
"1200",1963421903,"surprise","Mintmark","wow! ever notice that some twitters have thousands of followers, yet they only follow a handful (actually, less than two hands) of peeps.","surprise"
"1201",1963424592,"sadness","candireign","@brran1 Hey you! Did you ever pre-order your Sims 3? I'm so sad Im too poor to get it right now","sadness"
"1202",1963426545,"neutral","marianbusoi","@Imagelimited http://79.170.44.101/buma.ro/ temporary address not working either, m8. They must have done something to the domain","neutral"
"1203",1963427710,"worry","blindingvoip","@roflcopterfail except the fact that it's been raining since Wednesday, and not supposed to stop till Monday. ew.","boredom"
"1204",1963453032,"surprise","alexissantos","Good thing is: They have a computer. Bad thing is: It blocks ALL VIDJAGAME SITES! Yes, even VGTribune.com is blocked!","anger"
"1205",1963455198,"neutral","p3anut3","trying to plan a huge birthday party by myself","worry"
"1206",1963459320,"neutral","alixrose","Shoe shopping but out of luck. They don't have a size 5 in anything I want!","boredom"
"1207",1963461660,"worry","squiggles8","Im @ the dentist  ....scary people here...","anger"
"1208",1963463639,"neutral","stevenmilstein","@mj12982  &quot;Bandwidth Limit Exceeded&quot; on your website","neutral"
"1209",1963465378,"sadness","nhhorton","Mower shopping","neutral"
"1210",1963474606,"relief","HeriCabral","as of this point I am done. I am not going to waste my time re downloading all my music. I lost 5k songs","anger"
"1211",1963476507,"neutral","tommcfly","Ok, i've eaten some food and now bored to death in my room. Seriously, there is nothing to do. Guitar been taken to the venue!","boredom"
"1212",1963479357,"boredom","tocotronica","@random_nexus he has to have a new suitcase, but he is just so bloody indecicive, everytime he wants to buy something it takes HOURS","boredom"
"1213",1963481173,"sadness","dulcecheeks","@LiveFreeT because your mean to me and it makes me sad!","sadness"
"1214",1963483174,"empty","MochaTGZ","There is nothing for me to do here @ wk i should just go home... Or i can go look at bathing suits  bah humbug lol","boredom"
"1215",1963485810,"love","ShelbyShanan","Graduation tonight  I'm gonna miss my boys...Mikey, Dustin, Miles, Charlie, Travy, Nicky, John, Jake, all my boys...I love you guys","love"
"1216",1963495610,"boredom","b3ni","Steve Aoki  sorry. May b nxt time.","neutral"
"1217",1963497537,"worry","dan_low","@tdwnds1 No problem. At least look on the floor. We won't see the banana skin in our brains ... I step on it once, almost got killed","anger"
"1218",1963498848,"sadness","TaraHussey","@ZeenaBoBeena im sorry. I fail.","sadness"
"1219",1963501166,"fun","LilTyraBanks","Boooo my 2nd wkend bein 21 n ima b in tha house alone","anger"
"1220",1963503449,"happiness","EnriqueEscbr","Yay almost home i had to go walking today .....","enthusiasm"
"1221",1963504622,"relief","lianeviolet","One is not supposed to have a headache on a Friday. That's just not right.","anger"
"1222",1963506791,"fun","ristone64","Trying to sell my GM stock","neutral"
"1223",1963514879,"sadness","hey_molly","No show tonight  No plans. Ughhhh.","boredom"
"1224",1963517221,"sadness","bbSTEPHANIE","@ThatKadyGirl every day of my life lately.    i feel ya girl &lt;3","sadness"
"1225",1963519351,"worry","amyestrada","traveling to L.a today to see grandpa in hospital..Yet another road block to cross fro my family","sadness"
"1226",1963522578,"relief","kaptinkirk","I like to explain something complicated to someone and get back a response of &quot;Sounds good!&quot;.  Except when it sounds like &quot;I don't care&quot;","boredom"
"1227",1963524741,"happiness","kenlad","nice night, should be golfing","enthusiasm"
"1228",1963527825,"hate","CaribbeanSun","I've come to the conclusion that lemongrass chicken tastes like lysol -  so much for lunch!","boredom"
"1229",1963530135,"hate","Collette87","@katecameron2002 Oh same here, can't believe they killed him off!  Hate Stringer now!","hate"
"1230",1963542393,"worry","kaelahbee","@CaitiCaitlin I know but unfortunately I'm one of the fifteen bazillions of Americans without health insurance.  awesome","worry"
"1231",1963543909,"worry","repressd","@monkeymoosh Happened to me the other day.  Was wearing a necklace that made a white spot on my chest.","neutral"
"1232",1963545290,"neutral","gmak101","I'm not a fan of all day trainings I Novi. I'm one sleepy girl.","boredom"
"1233",1963547396,"love","thelifeofkilroy","Mmm someone come havelunch with me","fun"
"1234",1963549058,"worry","dyellagurl","@keylahtia yeah its goin to vmail now.. I CALLED it while i was in the store.. no luck","neutral"
"1235",1963552290,"sadness","htl2009","Ooh hayfever has struck..thought I was going to avoid it this year but nooo!  Remedies anyone...?","sadness"
"1236",1963561468,"surprise","nianella","@Mellecita oh nice! i'm jealous!! i don't know what i am going to do when they are all gone!","fun"
"1237",1963563889,"relief","kenan917","finally home and enjoying the rest of my day. Azongo and I are having a smoke-fest! woot! #mmot miss my @MorganLeigh321","enthusiasm"
"1238",1963565183,"worry","deiapoynter","@tommcfly you and the guys should come down here, we are fucking freezing out here!","anger"
"1239",1963567548,"happiness","BritneySource","this week of mine was not easy!  but finally it's over! (:","relief"
"1240",1963569628,"happiness","MMaritza","FRIDAY so freakin happy today was an annoying day  buuut WEEKEND! TGIF&lt;3","enthusiasm"
"1241",1963570489,"happiness","2kute2bbig","@BellaBKNY Thanks for your support as I kept updating, it helps","relief"
"1243",1963574358,"worry","craiginscotland","Radio Royals AM Transmitter has packed up today... not good   Anyone got a spare in your shed... lol","worry"
"1244",1963579863,"worry","lauren_7777","35 hours in the sun=rash","sadness"
"1245",1963581999,"sadness","J1000000","I lost a follower  oh well probably one of those mute ones anyway.","neutral"
"1246",1963583975,"happiness","SandraD01","Back from lunch  READY TO GO HOMEEEEEEEEEEEEEEE","enthusiasm"
"1247",1963587393,"worry","vanzile_504","I lost my artistic abilities","sadness"
"1248",1963588805,"worry","JUICYJAZ","shout out to all the people goin to prom &amp; iish &quot;damn i kinda miss high school&quot;","sadness"
"1250",1963594527,"sadness","jaimilicious","Oh I'm really tired of these migraines! #Endometriosis &amp; #Fibromyalgia &amp; #Migraines &amp; sleep probs just compoundin ea other since surgery","sadness"
"1251",1963597348,"neutral","julesyog","@DawnChamberlin no, def rubbish tonight","anger"
"1252",1963599556,"worry","_kwaz","@brookeburke i found out that there's sushi with fake crab meat and it's not good for you","neutral"
"1253",1963601955,"sadness","danniezeitgeist","i wish mum hadn't spent forever talking to me so i could call my kiera later &gt;.&lt;. i don't have much time left now though","worry"
"1254",1963603623,"hate","super__mario","Why are CDs in HMV so overpriced? ï¿½12.99 for @billyraycyrus? I hate having no money","hate"
"1255",1963606061,"hate","letgotoosoon","@tommcfly you didn't come to see the hosts at hilton mr. thomas. we spent lots of money for nothing. that's boring","boredom"
"1256",1963608199,"sadness","debsaenz","Finally feels like a nice summer day, and I'm feeling sick","sadness"
"1257",1963609364,"anger","CrazyMegzie","#thingsmummysaid my mummy told me she never wnted to be my mummy ever again  so i live wid my dad i think ?? it all confusing","sadness"
"1258",1963640875,"worry","ldrichel","Poor Lil J-Man has a fever. I can't wait to go home and hold the little man!","relief"
"1259",1963642332,"surprise","rocksnstilettos","ofcourse they wait until the last minute to run an experiment at work...that I have to supervise. aka i dont get to leave work on time.","anger"
"1260",1963644271,"worry","katiepopsx","awwww bless her  she needs another chance.","happiness"
"1261",1963646055,"happiness","jenniferricci","Being followed by compliance.  Great.   Have to watch what I say now.","anger"
"1262",1963648090,"worry","nadianoor","@zanzoon omg!! I saw something about a flood in your area on the news... be careful zaina","worry"
"1263",1963649184,"hate","eymediaprodz","enjoying a fresh mango bubble-tea slush   but still at work","neutral"
"1265",1963651806,"sadness","redvers","@tyefighter I had to sell guitar hero with ps3 to fund splitting with ex","sadness"
"1266",1963700746,"sadness","__Kizzle","@Abbyluvsaj nice! I wish twitter would tile mine","neutral"
"1267",1963701489,"sadness","ninjaavie89","@kezzawezz i want 2 but i dinna hink it'll get shown in elgin n got nae1 2 go with(n)","neutral"
